assists,bountyLevel,champExperience,champLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,goldEarned,goldSpent,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,matchID
0,0,3392,7,4,0,112,0,3826,3,1,0,3078,2850,0,0,0,0,0,476,4602,1587,2431,0,0,1166,476,2855,0,0,19,14,29,2,6,919,5768,2064,619,5324,636,330,7,59,51,3,0,0,0,38,14,2,1,7,FALSE,NA1_4391899302
11,2,9504,12,8,1329,3495,1329,5916,3,4,0,7951,6775,1,2,0,2,1,718,8136,2490,7358,0,0,2943,1106,3516,0,0,44,54,65,3,8,1660,11080,3597,5527,10958,13239,9336,14,64,47,7,0,0,0,83,70,6,9,25,TRUE,NA1_4391886305
11,0,4930,8,5,65,188,65,2526,0,2,0,4678,4175,0,0,0,0,0,0,5386,1441,1571,0,0,2050,878,1927,0,0,55,21,35,2,19,973,7437,2319,2320,3558,2173,1404,9,130,0,6,0,0,0,60,34,3,4,12,TRUE,NA1_4391846255
11,0,11736,14,9,1155,4635,1155,9685,4,6,0,8541,7725,0,2,0,0,1,641,37965,8197,3306,0,0,5463,2052,9626,0,0,75,61,116,10,27,1968,45528,10605,5789,13250,8158,6982,39,263,84,5,0,2098,355,317,59,7,11,33,FALSE,NA1_4391809286
12,3,7954,11,5,1015,1881,1015,1664,0,3,0,6855,5125,1,3,0,3,1,0,17223,3525,611,0,0,3800,1433,2297,0,0,44,34,64,3,17,1348,21023,4958,2532,3138,4455,3716,9,154,0,5,0,0,0,230,41,3,5,16,TRUE,NA1_4390973431
18,1,11148,13,10,572,1529,572,12168,3,7,0,8794,7375,1,3,0,2,1,841,14912,5901,8190,0,0,3229,1105,6310,0,0,61,73,35,7,60,1956,18142,7006,5676,14904,5194,641,13,102,78,5,0,0,0,403,91,8,9,37,TRUE,NA1_4390958167
17,1,11430,13,12,2215,5993,2215,8866,4,6,0,8811,8160,0,3,0,0,1,498,27398,7411,6772,0,0,5512,1877,4830,0,0,70,65,91,7,33,1717,33133,9400,4079,11836,8671,7345,18,237,107,5,0,222,112,233,54,6,4,22,TRUE,NA1_4390954083
5,0,5983,9,5,278,625,278,5067,5,3,0,4806,4760,0,1,0,0,1,668,10742,3886,2713,0,0,2831,989,7625,0,0,35,28,59,6,17,1271,13574,4875,2219,10433,2608,2035,3,134,78,5,0,0,0,94,25,3,2,15,FALSE,NA1_4390950499
7,0,22465,18,6,618,23803,618,49443,9,4,2,17548,16350,3,11,0,5,2,687,175966,22332,23695,138,0,16068,1097,24011,0,0,188,95,125,13,37,2416,250645,30363,0,49729,18034,0,79,1158,223,1,0,58607,6933,2023,28,5,5,6,FALSE,NA1_4390762329
15,0,11313,13,10,1321,3739,1321,11415,6,5,0,9737,9075,1,3,0,3,1,1083,34959,10690,7219,4,0,4896,1799,10574,0,0,81,40,84,12,47,1994,40247,12880,4738,18385,6772,4267,32,293,220,5,0,390,390,590,72,6,7,31,FALSE,NA1_4390703633
13,0,7930,11,7,92,1106,92,4009,1,5,0,6596,5560,0,0,0,0,0,365,6235,1951,1208,0,0,2187,791,5777,0,0,88,19,47,4,21,1495,8581,2901,4546,7412,6883,5144,14,83,10,14,0,158,158,426,65,5,8,29,TRUE,NA1_4390037225
17,0,13814,15,9,654,803,654,9661,7,6,1,9851,9225,1,4,0,2,2,475,31650,6721,3670,0,0,3657,1457,12176,0,0,70,60,94,10,22,2023,36035,8298,6097,16128,8291,6777,28,207,158,5,0,728,120,281,63,7,6,32,FALSE,NA1_4390013377
13,0,15018,16,4,442,4710,442,18841,7,2,0,12049,10810,0,3,0,0,1,365,112597,9966,2796,8,0,13407,812,12521,0,0,44,40,163,24,32,1995,127888,11883,2135,16094,1150,0,176,333,182,1,0,1884,1104,776,18,2,5,6,FALSE,NA1_4389998004
11,0,13798,15,7,0,106,0,10141,7,4,0,8199,7825,0,2,0,0,1,630,39900,13998,11463,0,0,3015,1232,8526,0,0,54,64,148,16,68,2031,43897,16212,2752,20485,515,0,32,379,166,1,0,982,982,494,72,5,7,33,FALSE,NA1_4389951093
20,0,10192,13,7,3102,7029,3102,7825,3,4,0,8466,8510,1,2,0,2,1,998,24274,6359,4184,0,0,3889,1121,6369,0,0,69,47,68,8,24,1629,29805,7555,4265,10644,12537,10474,18,158,54,5,0,1642,74,90,40,5,5,15,TRUE,NA1_4389904810
7,2,5163,9,6,931,1178,931,1808,0,3,0,5413,4250,1,2,0,2,1,0,5811,1766,853,0,0,2093,506,1703,0,0,76,17,36,3,26,983,8017,2273,1645,2787,1333,641,6,201,0,5,0,112,0,230,26,4,4,13,TRUE,NA1_4389426708
8,0,10359,13,7,0,248,0,8080,6,5,0,6969,6625,0,1,0,0,1,585,28583,6546,9981,0,0,2785,828,4976,0,0,58,52,76,8,38,1906,31369,7374,2618,15512,6923,5270,26,247,149,5,0,0,0,553,53,5,4,34,FALSE,NA1_4388876244
10,0,8967,12,8,623,2733,623,6061,4,6,0,6506,5600,0,0,0,0,0,416,7044,1618,5076,0,0,3222,668,5975,0,0,80,20,54,6,28,1622,10266,2286,4408,11431,7363,4265,15,174,79,5,0,0,0,379,71,6,10,31,TRUE,NA1_4388830660
27,2,9774,12,5,3168,13285,3168,6751,2,3,0,8554,6625,1,4,0,2,1,343,24762,8170,4254,0,0,4983,1619,5997,0,0,75,61,84,8,31,1472,36307,9991,4219,10610,17045,12990,19,142,26,5,0,6561,201,358,57,3,5,23,TRUE,NA1_4388715303
28,0,13257,15,12,1435,6265,1435,12932,2,6,0,9897,8675,1,3,0,3,1,1638,22689,7201,9424,0,0,6377,1610,6860,0,0,81,71,97,9,25,1834,29485,9230,10429,16324,23005,17230,14,159,44,7,0,417,417,38,61,9,5,27,TRUE,NA1_4388456459
17,0,12725,14,6,0,866,0,7157,6,4,0,8452,7800,0,1,0,0,1,467,52173,8841,2337,0,0,4471,1616,13656,0,0,75,53,83,9,34,1789,57124,10937,4363,17311,8454,6185,39,239,138,5,0,479,479,1318,38,4,4,26,FALSE,NA1_4388408428
13,0,7930,11,7,1556,5759,1556,3907,1,5,0,6300,4475,0,1,0,0,1,668,15942,3399,3759,0,0,3630,974,2176,0,0,48,41,65,5,16,1420,20998,4373,4966,6032,12400,10775,8,147,16,5,0,1425,0,96,47,5,5,21,TRUE,NA1_4388403096
19,0,9522,12,7,2776,14473,2776,9172,5,5,0,8158,6775,0,2,0,0,1,445,18878,4584,8565,0,0,5556,1131,4131,0,0,52,58,73,11,23,1645,30705,5715,5756,13049,15721,13513,7,173,131,5,0,6270,0,352,61,5,6,26,TRUE,NA1_4388338938
10,0,8303,11,12,382,497,382,7548,5,9,0,6276,5750,0,0,0,0,0,855,9949,2956,4946,0,0,2191,909,6709,0,0,129,28,62,5,59,1719,12140,3865,5128,11875,5811,5321,12,340,156,11,0,0,0,219,59,10,5,32,FALSE,NA1_4387992282
9,0,7999,11,10,0,379,0,8346,5,7,0,6707,6075,1,2,0,2,1,568,14808,5665,6704,0,0,2919,1146,7039,0,0,46,50,70,7,27,1660,17728,6812,5931,14128,14178,11160,16,157,109,5,0,0,0,383,61,8,4,31,FALSE,NA1_4388000133
24,0,10233,13,8,1757,4892,1757,9456,4,5,0,8911,7650,0,1,0,0,1,1205,14095,6034,2853,4,0,2994,862,13407,0,0,46,65,71,8,26,1842,18171,6981,4924,16633,13464,10358,20,112,146,5,0,1082,84,371,62,6,13,27,TRUE,NA1_4387950163
27,1,10767,13,9,2074,6532,2074,7895,2,4,0,8968,8240,0,1,0,0,1,694,23310,4321,4488,0,0,5741,1138,3507,0,0,66,57,77,7,20,1437,29389,5797,4855,8360,11671,9289,15,180,38,5,0,337,337,365,56,6,4,20,TRUE,NA1_4387871539
10,0,5985,9,6,479,1170,479,3893,3,3,0,6097,5650,0,1,0,0,1,743,5378,1078,4789,4,0,3247,364,2967,0,0,75,10,53,2,24,1260,8842,1551,2596,7779,1499,1018,7,148,80,5,0,216,108,22,37,4,4,15,TRUE,NA1_4387815637
22,0,11954,14,12,810,1305,810,6862,2,7,0,8888,8100,0,0,0,0,0,1033,9402,2553,3974,4,0,2814,332,5224,0,0,97,23,83,6,41,1887,12272,2886,6324,10214,6542,4573,15,230,54,8,0,56,0,1015,80,9,4,34,TRUE,NA1_4387429000
14,0,11763,14,10,1097,3441,1097,7425,1,5,0,8602,8025,0,0,0,0,0,805,35414,8917,3240,0,0,4776,1352,7249,0,0,62,51,84,8,48,1874,40190,10269,4737,10600,9451,6703,40,262,21,5,0,0,0,110,73,5,14,31,FALSE,NA1_4387394590
5,0,6787,10,6,356,946,356,3047,1,4,0,5537,5200,0,1,0,0,1,1029,18893,3205,3749,4,0,3713,1126,2050,0,0,41,34,53,4,16,1278,22607,4332,3017,5826,2819,1852,23,211,30,5,0,0,0,26,45,4,8,18,FALSE,NA1_4386795989
19,2,9860,12,7,1949,5823,1949,7059,3,5,0,8645,7375,1,2,0,2,1,378,26135,8372,3315,8,0,3811,1093,4688,0,0,42,71,121,11,32,1621,29947,9466,5228,8461,1819,609,14,216,53,5,0,0,0,457,68,5,7,26,TRUE,NA1_4386767474
16,0,10277,13,10,1282,2197,1282,7262,5,6,0,7614,6850,0,0,0,0,0,427,16205,5478,6670,0,0,2948,780,5446,0,0,56,54,69,7,22,1617,19305,6410,5761,12214,10076,7743,14,151,120,5,0,150,150,97,48,8,6,25,TRUE,NA1_4386773855
18,1,11431,13,6,4318,7914,4318,6077,1,2,0,8697,6700,0,1,0,0,1,605,30132,4698,3515,0,0,4851,1287,4218,0,0,68,58,82,8,23,1641,34983,5986,5721,7815,10120,7876,25,181,16,5,0,0,0,81,53,4,5,22,TRUE,NA1_4386702037
19,0,8106,11,7,3347,6567,3347,4836,3,2,0,7851,7800,0,0,0,0,0,749,15075,2950,3648,0,0,3337,984,4471,0,0,47,49,69,5,13,1374,18413,3934,3408,8281,5377,4612,8,93,40,5,0,0,0,162,49,2,3,22,TRUE,NA1_4386386172
9,0,7582,11,6,1922,5110,1922,4801,2,4,0,7271,5635,0,1,0,0,1,989,20236,3614,4539,5,0,4884,949,3694,0,0,55,40,69,7,15,1506,29976,4563,3628,8234,6909,4983,19,169,59,5,0,4855,0,0,56,4,9,21,TRUE,NA1_4386364783
9,0,6690,10,5,1794,1906,1794,3751,3,3,0,6702,6075,0,1,0,0,1,703,11993,4895,5138,0,0,3595,1043,3715,0,0,73,55,36,6,33,1614,15589,5938,1182,9388,18681,15009,7,215,55,5,0,0,0,534,54,3,4,26,FALSE,NA1_4386350647
14,0,10233,13,7,836,5380,836,8392,3,5,0,6874,6225,0,0,0,0,0,453,11852,3780,5082,0,0,3016,711,8217,0,0,52,57,62,7,17,1720,17719,4491,3408,13695,13269,9124,12,70,51,5,0,2850,0,395,59,5,6,30,TRUE,NA1_4386267493
19,0,11083,13,11,1941,2788,1941,6921,7,4,0,8479,7800,0,2,0,0,1,296,18917,6154,5864,0,0,2425,999,7942,0,0,62,58,73,7,39,1785,21497,7154,7366,14477,12874,10961,13,158,142,5,0,154,0,670,60,8,5,24,TRUE,NA1_4386235049
19,2,11245,13,7,2072,4565,2072,7414,2,4,1,8522,6625,1,4,0,2,2,948,23127,6731,3572,4,0,3009,1262,5904,0,0,54,57,71,7,29,1545,26350,8036,2706,10146,8448,5422,15,159,63,5,0,213,42,669,44,5,5,21,TRUE,NA1_4385953966
20,0,13994,15,9,1264,3044,1264,19901,4,5,0,10222,9375,0,1,0,0,1,1540,43637,17763,10342,0,0,4587,2545,17036,0,0,120,99,144,19,65,2544,48494,20579,14779,28860,37713,29756,31,285,188,5,0,269,269,1481,108,7,18,46,FALSE,NA1_4386000533
11,2,7991,11,7,1734,3787,1734,2669,1,5,0,7736,6625,2,4,0,2,1,532,15709,4789,1247,0,0,2262,941,3215,0,0,62,39,63,5,14,1528,17972,5730,3058,4547,7102,6596,21,99,14,8,0,0,0,84,82,5,13,30,TRUE,NA1_4385929114
6,0,8764,12,9,405,715,405,4524,5,6,0,7027,6725,0,1,0,0,1,781,10058,4557,7940,0,0,1503,356,4628,0,0,75,61,39,7,44,1930,11561,4913,1500,13495,25457,20467,17,162,164,5,0,0,0,926,72,7,8,32,FALSE,NA1_4385907378
10,0,9331,12,12,509,603,509,7815,7,9,0,6956,6800,0,0,0,0,0,659,12651,3217,8828,0,0,2921,351,7858,0,0,81,60,33,8,46,1850,15572,3569,1659,17068,20379,17949,17,213,218,5,0,0,0,380,75,10,5,33,FALSE,NA1_4385894877
1,0,4403,8,6,0,0,0,2437,2,3,0,3847,3500,0,1,0,0,1,689,6700,2905,1929,0,0,2115,209,2029,0,0,47,30,15,4,23,939,8816,3115,307,4291,7451,5919,12,139,48,5,0,0,0,333,25,4,6,12,FALSE,NA1_4385902719
11,0,9981,13,8,1069,1168,1069,6103,4,5,0,8017,7500,0,0,0,0,0,804,14219,4221,1416,0,0,1686,331,7986,0,0,64,43,33,10,40,1899,15905,4553,986,10086,20444,17298,18,183,146,5,0,0,0,682,84,6,11,42,FALSE,NA1_4385878443
13,0,9617,12,8,45,488,45,6116,7,4,0,6253,5635,0,0,0,0,0,424,6933,4289,3565,0,0,1656,605,7341,0,0,72,76,36,9,37,1634,8662,4967,1333,11281,28104,23597,9,120,131,5,0,72,72,375,54,6,5,29,FALSE,NA1_4385874387
13,0,9054,12,9,454,923,454,5601,3,5,0,6888,6575,0,0,0,0,0,823,10861,3756,2638,0,0,3263,508,7598,0,0,87,43,39,7,28,1728,14125,4264,1242,11131,16324,12149,22,156,97,5,0,0,0,895,73,7,10,27,FALSE,NA1_4385880108
23,0,11323,13,10,646,1521,646,9973,7,5,0,8693,7925,0,1,0,0,1,1120,10451,4690,10427,0,0,2855,353,8339,0,0,72,74,32,10,38,2118,14726,6463,2067,19404,30525,24139,16,146,193,5,0,1419,1419,637,67,8,7,33,FALSE,NA1_4385813942
19,0,10353,13,8,720,1198,720,6192,5,4,0,7663,7275,0,0,0,0,0,431,11130,3478,4362,0,0,1824,275,9310,0,0,72,39,33,9,30,1770,13733,4533,916,13748,21729,16005,16,164,146,5,0,779,779,76,76,6,8,29,FALSE,NA1_4385718188
21,0,12713,14,10,1233,2088,1233,6433,2,6,0,9235,7800,0,0,0,0,0,1428,14735,4224,3056,0,0,2169,601,6326,0,0,93,61,33,10,30,1973,18504,4826,1208,9873,22388,16981,14,180,49,5,0,1600,0,490,77,8,4,32,TRUE,NA1_4385669328
16,0,11204,13,7,1013,2395,1013,5727,3,4,0,7869,7025,0,1,0,0,1,874,11046,4989,3462,0,0,3023,489,4918,0,0,63,54,33,7,36,1701,14070,5479,1494,9751,23350,16945,13,139,108,5,0,0,0,1370,59,5,6,26,TRUE,NA1_4385632551
NA1_4385483276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,8619,12,9,329,329,329,5619,5,7,0,6271,5425,0,0,0,0,0,688,10645,3090,4622,0,0,1704,496,5039,0,0,54,44,24,8,30,1773,12350,3587,1077,10258,13518,10668,11,166,126,5,0,0,0,596,55,7,6,24,FALSE,NA1_4385405700
18,0,11930,14,9,531,939,531,4746,2,6,0,7581,6225,0,0,0,0,0,1072,9705,3203,2773,0,0,932,153,5551,0,0,77,106,43,9,33,1840,10638,3356,2393,8682,29031,24479,7,175,44,5,0,0,0,357,58,7,5,26,TRUE,NA1_4385266494
10,0,13043,15,11,734,2709,734,12139,7,8,0,9495,9225,0,0,0,0,0,1143,13251,3552,7412,4,0,3498,328,11205,0,0,83,62,28,10,25,2496,17584,4549,1433,19859,24942,19567,10,160,235,5,0,834,669,1241,103,9,7,51,FALSE,NA1_4385129465
19,0,11271,13,12,174,174,174,7563,8,8,0,8849,8050,0,0,0,0,0,618,12341,4616,13379,0,0,1741,482,6211,0,0,72,58,44,11,49,2199,15560,6576,1579,19965,23790,19088,10,228,249,6,0,1477,1477,374,90,10,6,43,FALSE,NA1_4384778936
24,0,10371,13,8,943,1098,943,3962,4,6,0,7533,6150,0,0,0,0,0,633,12512,5188,1446,0,0,1731,660,5044,0,0,95,84,46,7,50,1638,14243,5849,1881,6791,30811,25579,7,289,62,6,0,0,0,300,58,6,6,27,TRUE,NA1_4384728329
9,0,5291,9,6,138,1769,138,2215,1,3,0,4218,3650,0,0,0,0,0,468,7989,1991,1385,0,0,2270,267,2270,0,0,44,36,20,2,15,946,11257,2258,802,3724,7497,6105,2,134,14,5,0,997,0,68,25,4,1,11,TRUE,NA1_4384766546
5,0,2685,6,4,267,797,267,797,0,2,0,2938,2050,0,0,0,0,0,0,4234,1898,914,0,0,1446,685,806,0,0,31,21,9,0,14,613,5680,2583,364,1721,3199,2521,2,85,0,4,0,0,0,0,13,2,2,9,TRUE,NA1_4384765789
13,0,10495,13,9,801,2524,801,5671,4,7,0,7362,6775,0,0,0,0,0,1059,10454,2916,3955,4,0,4425,393,6306,0,0,76,27,31,6,29,1816,17033,4466,635,11337,11126,7996,9,174,136,5,0,2153,1156,1075,55,7,2,31,FALSE,NA1_4384734224
19,1,11406,13,6,90,572,90,6978,5,4,0,7346,7000,0,1,0,0,1,391,10258,6123,4222,0,0,2764,792,9165,0,0,74,91,45,7,46,1653,13023,6915,2957,13864,33540,26794,9,171,104,5,0,0,0,476,47,4,6,24,FALSE,NA1_4384771053
11,1,11652,14,7,500,638,500,17142,4,3,0,7884,7150,0,1,0,0,1,518,11002,3391,4827,0,0,6111,772,10127,0,0,50,49,27,5,41,2020,21886,4197,2026,15873,1317,312,43,77,125,3,0,4771,32,919,77,5,8,34,FALSE,NA1_4384688017
13,0,9009,12,6,234,1113,234,5736,7,4,0,6268,6050,0,1,0,0,1,491,6230,2236,5388,0,0,2846,331,6577,0,0,69,54,27,6,18,1681,9115,2606,1244,14095,15972,13770,12,138,164,5,0,39,39,2129,54,4,7,22,FALSE,NA1_4384665420
8,0,9875,12,6,0,292,0,5217,4,4,0,6823,6000,0,1,0,0,1,787,11160,3470,4528,0,0,2742,502,6333,0,0,75,57,41,7,30,1753,13903,3972,1717,12165,20425,15767,13,182,95,5,0,0,0,1303,52,4,6,28,FALSE,NA1_4384709795
14,0,9902,12,7,709,7497,709,4662,4,5,0,7126,5610,0,0,0,0,0,313,12770,4056,3636,0,0,3365,994,4304,0,0,49,43,59,8,22,1606,20681,5050,2973,8708,8364,6169,18,101,68,5,0,4546,0,768,70,5,11,24,TRUE,NA1_4384643084
11,1,10147,13,8,390,625,390,10797,3,5,0,8089,6900,0,2,0,0,1,622,7121,4080,8258,0,0,5367,697,4906,0,0,40,48,18,3,48,1656,17528,4777,4471,13456,2131,533,39,69,77,5,0,5039,0,290,61,6,9,22,TRUE,NA1_4384504623
20,0,12722,14,6,269,743,269,12034,7,4,0,8042,7550,0,1,0,0,1,464,14282,4588,8222,0,0,3227,675,9706,0,0,78,103,32,9,37,2009,17510,5264,2140,18699,30304,25366,6,221,176,5,0,0,0,770,64,4,3,30,FALSE,NA1_4384347499
23,0,17029,17,16,550,704,550,13366,8,12,0,9713,9125,0,2,0,0,1,503,15490,4924,8166,0,0,2189,675,10067,0,0,148,35,104,11,61,2579,17781,5702,13579,21411,19605,14234,15,333,180,8,0,102,102,3176,101,11,13,49,FALSE,NA1_4384259352
8,0,9878,12,7,390,4781,390,4076,3,5,0,5894,5075,0,0,0,0,0,1007,9332,3575,5134,0,0,2572,177,4594,0,0,80,52,41,7,30,1808,15438,3865,974,10115,17456,12894,5,148,91,5,0,3533,113,385,55,5,1,26,FALSE,NA1_4384292162
10,0,11264,13,7,992,1528,992,8698,5,4,0,8031,6875,1,3,0,2,1,727,30429,7279,9456,0,0,3205,1379,6466,0,0,73,49,93,9,40,1894,33634,8659,6533,16200,13895,10385,21,240,100,6,0,0,0,278,63,5,2,32,FALSE,NA1_4384212407
12,0,9212,12,10,329,2621,329,13614,8,7,0,7296,6850,0,1,0,0,1,480,17184,6083,8932,0,0,3983,1001,8999,0,0,57,63,79,11,33,1887,22004,7920,3352,18883,8843,6579,12,153,198,5,0,836,836,952,72,8,6,37,FALSE,NA1_4384137299
7,0,7941,11,7,60,527,60,11676,8,3,0,6264,6000,0,1,0,0,1,459,13103,5895,8768,0,0,2932,1428,8933,0,0,45,43,73,6,26,1717,16036,7323,5248,18426,11444,8715,15,108,211,5,0,0,0,724,65,5,7,22,FALSE,NA1_4384122174
11,0,10761,13,10,2019,3638,2019,12035,2,8,0,7875,6850,0,1,0,0,1,1201,19034,5560,2867,0,0,4373,1711,8899,0,0,76,63,85,6,22,1879,23576,7440,5454,12165,9839,6936,10,139,52,5,0,168,168,397,66,8,3,36,TRUE,NA1_4383773955
18,2,10845,13,10,1022,4246,1022,10137,3,4,0,9261,8825,2,5,0,2,1,829,27623,11103,2167,0,0,4618,1740,7466,0,0,41,62,139,12,40,1538,32506,13024,4575,9837,2721,722,14,233,51,2,0,264,180,203,51,4,4,21,TRUE,NA1_4383811646
20,0,10710,13,11,444,3758,444,3622,4,7,0,8578,7700,0,1,0,0,1,1099,13044,5936,3975,4,0,3227,1189,6036,0,0,58,50,82,8,29,1982,17696,7126,3453,10607,7384,5914,14,127,128,5,0,1425,0,596,85,9,8,41,TRUE,NA1_4383759057
11,1,13634,15,9,218,359,218,8737,4,7,0,8763,8675,0,1,0,0,1,404,75660,9094,7176,0,0,3945,1159,7169,0,0,96,56,105,9,47,1994,79670,10317,4878,14346,9821,7709,53,373,72,5,0,63,63,0,66,7,6,36,FALSE,NA1_4383736066
3,0,4678,8,7,0,685,0,4770,4,5,0,4928,4475,0,1,0,0,1,777,4468,2596,2092,0,0,1705,595,5772,0,0,56,31,19,2,23,1151,6510,3275,386,8205,7314,5124,6,118,57,5,0,336,84,339,46,5,6,24,FALSE,NA1_4383743420
13,0,5660,9,7,39,97,39,6223,9,5,0,5550,5275,0,1,0,0,1,233,11184,6300,5136,0,0,2126,1930,8228,0,0,40,30,57,6,26,1236,13379,8299,3001,13896,5623,4356,7,125,163,5,0,68,68,531,35,5,4,17,FALSE,NA1_4383739813
3,0,5896,9,7,209,209,209,4543,3,5,0,5037,4675,0,0,0,0,0,1242,6520,3529,2518,0,0,1484,454,5945,0,0,69,35,32,6,36,1549,8005,3983,912,8938,11464,8659,10,141,60,5,0,0,0,474,49,5,9,22,FALSE,NA1_4383666065
3,0,5679,9,5,0,780,0,5726,6,2,0,4670,4325,0,1,0,0,1,480,5261,2246,2754,0,0,2164,416,5848,0,0,49,29,18,4,18,1142,7425,2662,480,9504,6098,4700,8,117,140,5,0,0,0,902,19,3,5,10,FALSE,NA1_4383691968
12,0,4583,8,5,1324,1768,1324,1737,1,3,0,5014,4125,0,1,0,0,1,681,5637,1762,427,0,0,1798,690,2035,0,0,37,39,11,3,12,971,7436,2452,387,2582,9131,7571,0,86,16,5,0,0,0,119,18,3,0,10,TRUE,NA1_4383601374
14,0,8456,11,9,981,2124,981,3866,2,5,0,6765,5300,0,1,0,0,1,673,7467,2727,2509,0,0,3177,606,5489,0,0,65,54,30,5,27,1495,10645,3334,1403,8012,15986,12678,7,135,40,5,0,0,0,14,47,7,5,22,TRUE,NA1_4383565232
19,0,9876,12,9,915,1700,915,7521,3,7,0,8091,7425,0,1,0,0,1,893,7943,1777,6152,0,0,1998,455,5684,0,0,80,28,70,7,31,1623,9966,2257,7456,12586,6419,4710,5,195,89,10,0,24,24,749,61,7,4,30,TRUE,NA1_4381553220
21,0,15873,16,14,1723,8609,1723,15495,6,8,0,12073,11200,1,5,0,2,1,488,64364,9777,7928,0,0,5925,2171,12902,0,0,98,74,125,8,44,2159,74185,12168,7978,21831,19633,14375,58,286,152,5,0,3895,220,999,78,9,11,44,TRUE,NA1_4381478668
21,3,12058,14,10,1733,6332,1733,7328,1,5,1,9612,8225,2,5,0,3,2,1014,27936,9692,3611,0,0,5539,1994,4299,0,0,70,52,77,9,35,1478,33925,12135,7087,8189,10551,8037,21,189,33,5,0,449,449,278,51,6,3,25,TRUE,NA1_4381473839
17,1,10751,13,9,1202,2170,1202,6838,4,4,0,7723,6400,0,1,0,0,1,392,28347,9567,1855,0,0,2513,670,7920,0,0,42,54,108,14,53,1622,30860,10237,5091,10093,1438,0,27,237,84,1,0,0,0,316,60,7,4,23,TRUE,NA1_4381427267
10,0,9657,12,9,308,515,308,7954,5,7,0,7543,6925,0,1,0,0,1,617,7856,2992,3610,0,0,1437,157,9391,0,0,57,86,25,8,18,1845,9822,3606,1281,13687,27404,23220,7,110,148,5,0,527,455,685,61,7,3,34,FALSE,NA1_4381377631
14,0,9137,12,11,0,300,0,7224,4,7,0,6553,6250,0,0,0,0,0,579,14512,8357,5067,0,0,3750,1549,5017,0,0,60,46,81,8,52,1707,18263,9906,4003,10227,5059,3523,18,166,61,5,0,0,0,142,60,9,9,28,FALSE,NA1_4381361293
10,0,5491,9,5,2026,2546,2026,2396,1,1,0,5253,2950,0,1,0,0,1,601,7821,1777,2755,0,0,2142,723,1483,0,0,27,28,35,2,6,1009,9963,2501,450,4285,2048,1376,13,64,16,4,0,0,0,46,26,3,4,7,TRUE,NA1_4381231378
14,0,8394,11,5,1335,4564,1335,6181,2,2,0,7430,6910,1,2,0,2,1,1078,20420,5621,4958,0,0,5467,1707,3547,0,0,60,50,70,6,19,1497,26205,7527,4133,8604,10621,8187,11,164,59,5,0,317,198,98,52,3,2,22,TRUE,NA1_4381203969
25,0,14769,16,11,1235,2259,1235,13056,6,6,0,10658,10550,0,1,0,0,1,830,56486,12279,4017,0,0,6241,2250,13324,0,0,111,76,121,11,61,2188,63400,15203,7715,18369,16089,13872,37,434,182,5,0,672,672,1026,69,7,8,36,FALSE,NA1_4381116706
4,0,5927,9,5,563,563,563,3263,2,2,0,5518,5175,0,1,0,0,1,785,7761,2923,2204,0,0,2902,449,4644,0,0,53,22,24,4,22,1288,10663,3372,386,6849,8146,6407,20,114,21,5,0,0,0,0,47,3,11,18,FALSE,NA1_4381131271
4,0,7006,10,7,0,0,0,8430,6,4,0,6064,5860,1,2,0,2,1,532,4930,2323,6971,0,0,2168,634,3669,0,0,44,48,57,6,34,1559,7281,3039,5054,11412,2245,2334,10,212,154,4,0,182,82,771,41,5,4,21,FALSE,NA1_4381067315
25,1,12397,14,12,2013,6002,2013,5236,1,6,0,9521,8375,0,1,0,0,1,1309,29122,8326,3969,0,0,4869,1969,5174,0,0,68,59,89,9,23,1736,33991,10296,5200,9144,11432,8875,24,136,37,5,0,0,0,0,71,5,6,27,TRUE,NA1_4380935660
16,0,13204,15,11,289,378,289,7766,8,9,0,8684,7675,0,0,0,0,0,435,6642,2758,7704,0,0,1080,243,7376,0,0,58,67,34,14,39,2316,7723,3002,1963,16067,24254,20013,14,145,255,5,0,0,0,986,88,9,11,46,FALSE,NA1_4380950037
35,1,17045,17,12,2068,4727,2068,20340,5,7,1,11807,11200,1,3,0,2,2,1007,52800,10055,9034,4,0,4157,1782,12014,0,0,113,88,132,14,39,2247,57548,12303,9531,22533,28057,20441,51,254,122,5,0,590,465,1484,97,6,11,43,TRUE,NA1_4380875561
